Torre,Fecha Hora,Profundidad [ft],Posicion Bloque [ft],Velocidad Bloque [ft/min],Carga Gancho [Klbs],Torque Llave Hid. max [lb-ft],Caudal [bbls/min],Presion Bomba [psi],RPM [rpm],Torque [lbs-ft],Peso Sobre Broca [Klbs],Strokes por minuto [spm],Contador Tuberia [Tubos]
SKAN-111,2026-04-09 07:42:26,959.29,30.29,10.83,5.67,0,0,11.89,0,-12.8,0.0,0,32
SKAN-111,2026-04-09 07:42:30,959.29,30.29,0.0,5.7,0,0,11.89,0,-10.67,0.0,0,32
SKAN-111,2026-04-09 07:42:34,959.29,30.29,0.0,5.7,0,0,11.89,0,-12.8,0.0,0,32
SKAN-111,2026-04-09 07:42:38,959.29,30.29,0.0,5.67,0,0,11.89,0,-10.67,0.0,0,32
SKAN-111,2026-04-09 07:42:42,959.29,30.29,0.0,5.7,0,0,11.89,0,-10.67,0.0,0,32
SKAN-111,2026-04-09 07:42:46,959.29,30.29,0.0,5.74,0,0,11.89,0,-12.8,0.0,0,32
SKAN-111,2026-04-09 07:42:50,959.29,30.29,0.0,5.77,0,0,11.89,0,-12.8,0.0,0,32
SKAN-111,2026-04-09 07:42:54,959.29,30.29,0.0,5.81,0,0,11.89,0,-10.67,0.0,0,32
SKAN-111,2026-04-09 07:42:59,959.29,30.29,0.0,5.77,0,0,11.89,0,-14.94,0.0,0,32
SKAN-111,2026-04-09 07:43:03,959.29,30.29,0.0,5.87,0,0,12.52,0,-10.67,0.0,0,32
SKAN-111,2026-04-09 07:43:07,959.29,30.29,0.0,5.85,0,0,11.89,0,-12.8,0.0,0,32
SKAN-111,2026-04-09 07:43:11,959.29,30.29,0.0,5.7,0,0,12.52,0,-14.94,0.0,0,32
SKAN-111,2026-04-09 07:43:15,959.29,30.29,0.0,5.88,1233,0,11.89,0,-12.8,0.0,0,32
SKAN-111,2026-04-09 07:43:19,959.29,30.29,0.0,5.67,1233,0,11.89,0,-12.8,0.0,0,32
SKAN-111,2026-04-09 07:43:23,959.29,30.29,0.0,5.67,1369,0,11.89,0,-10.67,0.0,0,32
SKAN-111,2026-04-09 07:43:27,959.29,30.29,0.0,5.64,1609,0,11.89,0,-12.8,0.0,0,32
SKAN-111,2026-04-09 07:43:31,959.29,30.29,0.0,5.8,1939,0,12.52,0,-10.67,0.0,0,32
SKAN-111,2026-04-09 07:43:36,959.29,30.29,0.0,5.81,2206,0,11.89,0,-10.67,0.0,0,32
SKAN-111,2026-04-09 07:43:40,959.29,30.29,0.0,5.77,2494,0,11.89,0,-12.8,0.0,0,32
SKAN-111,2026-04-09 07:43:44,959.29,30.29,0.0,5.88,2861,0,11.89,0,-14.94,0.0,0,32
SKAN-111,2026-04-09 07:43:48,959.29,30.29,0.0,5.84,2976,0,11.89,0,-10.67,0.0,0,32
SKAN-111,2026-04-09 07:43:52,959.29,30.29,0.0,5.71,3115,0,11.89,0,-12.8,0.0,0,32
SKAN-111,2026-04-09 07:43:56,959.29,30.29,0.0,5.78,3162,0,11.89,0,-10.67,0.0,0,32
SKAN-111,2026-04-09 07:44:00,959.29,30.29,0.0,5.7,3322,0,11.89,0,-14.94,0.0,0,32
SKAN-111,2026-04-09 07:44:04,959.29,30.29,0.0,5.66,3322,0,11.89,0,-12.8,0.0,0,32
SKAN-111,2026-04-09 07:44:08,959.29,30.29,0.0,5.69,3322,0,11.89,0,-10.67,0.0,0,32
SKAN-111,2026-04-09 07:44:13,959.29,30.29,0.0,5.74,3322,0,11.89,0,-12.8,0.0,0,32
SKAN-111,2026-04-09 07:44:17,959.29,30.29,0.0,5.64,3322,0,11.89,0,-14.94,0.0,0,32
SKAN-111,2026-04-09 07:44:21,959.29,30.29,0.0,5.67,3322,0,11.89,0,-12.8,0.0,0,32
SKAN-111,2026-04-09 07:44:25,959.29,31.54,12.49,20.85,3322,0,11.89,0,-12.8,0.0,0,32
SKAN-111,2026-04-09 07:44:29,959.05,31.61,5.83,20.79,3322,0,11.89,0,-10.67,0.0,0,32
SKAN-111,2026-04-09 07:44:33,960.61,29.36,24.16,21.69,3322,0,12.52,0,-10.67,0.0,0,32
SKAN-111,2026-04-09 07:44:37,963.84,26.48,37.07,20.97,0,0,11.89,0,-10.67,0.0,0,32
SKAN-111,2026-04-09 07:44:41,967.06,23.53,37.48,21.52,0,0,11.89,0,-8.54,0.0,0,32
SKAN-111,2026-04-09 07:44:45,967.51,23.14,12.91,21.14,0,0,11.89,0,-10.67,0.0,0,32
SKAN-111,2026-04-09 07:44:49,967.51,23.14,0.0,21.38,0,0,11.89,0,-10.67,0.0,0,32
SKAN-111,2026-04-09 07:44:54,967.51,23.14,0.0,21.31,0,0,11.89,0,-12.8,0.0,0,32
SKAN-111,2026-04-09 07:44:58,967.51,23.14,0.0,21.28,0,0,11.89,0,-10.67,0.0,0,32
SKAN-111,2026-04-09 07:45:02,967.51,23.14,0.0,21.21,0,0,11.89,0,-12.8,0.0,0,32
SKAN-111,2026-04-09 07:45:06,967.51,23.14,0.0,21.25,0,0,11.89,0,-10.67,0.0,0,32
SKAN-111,2026-04-09 07:45:10,967.51,23.14,0.0,21.15,0,0,11.89,0,-12.8,0.0,0,32
SKAN-111,2026-04-09 07:45:14,967.51,23.14,0.0,21.15,0,0,11.89,0,-10.67,0.0,0,32
SKAN-111,2026-04-09 07:45:18,967.51,23.14,0.0,21.22,0,0,12.52,0,-14.94,0.0,0,32
SKAN-111,2026-04-09 07:45:22,967.51,23.14,0.0,21.15,0,0,12.52,0,-12.8,0.0,0,32
SKAN-111,2026-04-09 07:45:26,967.51,23.14,0.0,21.14,0,0,11.58,0,-10.67,0.0,0,32
SKAN-111,2026-04-09 07:45:31,967.51,23.14,0.0,21.18,0,0,12.2,0,-10.67,0.0,0,32
SKAN-111,2026-04-09 07:45:35,967.51,23.14,0.0,21.14,0,0,12.2,0,-12.8,0.0,0,32
SKAN-111,2026-04-09 07:45:39,967.51,23.14,0.0,21.1,0,0,12.2,0,-10.67,0.0,0,32
SKAN-111,2026-04-09 07:45:43,967.51,23.14,0.0,21.11,0,0,12.2,0,-10.67,0.0,0,32
SKAN-111,2026-04-09 07:45:47,967.51,23.14,0.0,21.15,0,0,12.2,0,-12.8,0.0,0,32
SKAN-111,2026-04-09 07:45:51,968.42,21.62,13.33,21.34,0,0,12.2,0,-12.8,0.0,0,32
SKAN-111,2026-04-09 07:45:55,971.54,18.74,36.23,21.39,0,0,12.2,0,-10.67,0.0,0,32
SKAN-111,2026-04-09 07:45:59,974.66,15.86,36.23,21.62,0,0,12.2,0,-8.54,0.0,0,32
SKAN-111,2026-04-09 07:46:03,977.02,13.08,36.23,21.48,0,0,12.2,0,-8.54,0.0,0,32
SKAN-111,2026-04-09 07:46:07,979.49,11.17,32.48,21.34,0,0,12.2,0,-8.54,0.0,0,32
SKAN-111,2026-04-09 07:46:12,979.49,11.17,0.0,21.31,0,0,12.2,0,-8.54,0.0,0,32
SKAN-111,2026-04-09 07:46:16,979.49,11.17,0.0,21.35,0,0,12.2,0,-10.67,0.0,0,32
SKAN-111,2026-04-09 07:46:20,979.49,11.17,0.0,21.35,0,0,12.2,0,-10.67,0.0,0,32
SKAN-111,2026-04-09 07:46:24,979.49,11.17,0.0,21.35,0,0,12.2,0,-10.67,0.0,0,32
SKAN-111,2026-04-09 07:46:28,979.49,11.17,0.0,21.32,0,0,12.2,0,-10.67,0.0,0,32
SKAN-111,2026-04-09 07:46:32,979.49,11.17,0.0,21.36,0,0,12.2,0,-10.67,0.0,0,32
SKAN-111,2026-04-09 07:46:36,979.49,11.17,0.0,21.35,0,0,12.2,0,-8.54,0.0,0,32
SKAN-111,2026-04-09 07:46:40,979.49,11.17,0.0,21.29,0,0,12.2,0,-12.8,0.0,0,32
SKAN-111,2026-04-09 07:46:44,979.49,11.17,0.0,21.38,0,0,12.2,0,-10.67,0.0,0,32
SKAN-111,2026-04-09 07:46:49,979.49,11.17,0.0,21.41,0,0,12.2,0,-10.67,0.0,0,32
SKAN-111,2026-04-09 07:46:53,979.49,11.17,0.0,21.32,0,0,12.2,0,-12.8,0.0,0,32
SKAN-111,2026-04-09 07:46:57,979.49,11.17,0.0,21.36,0,0,11.58,0,-10.67,0.0,0,32
SKAN-111,2026-04-09 07:47:01,980.77,9.47,17.91,21.6,0,0,12.2,0,-10.67,0.0,0,32
SKAN-111,2026-04-09 07:47:05,983.9,6.55,36.23,21.55,0,0,11.89,0,-14.94,0.0,0,32
SKAN-111,2026-04-09 07:47:09,986.26,3.81,36.23,22.08,0,0,11.89,0,-8.54,0.0,0,32
SKAN-111,2026-04-09 07:47:13,988.98,1.48,32.38,21.8,0,0,11.89,0,-8.54,0.0,0,32
SKAN-111,2026-04-09 07:47:17,989.53,1.13,8.14,21.48,0,0,11.89,0,-8.54,0.0,0,32
SKAN-111,2026-04-09 07:47:21,989.53,1.13,0.0,21.53,0,0,11.89,0,-10.67,0.0,0,32
SKAN-111,2026-04-09 07:47:25,989.69,0.09,12.41,6.25,0,0,12.52,0,-8.54,0.0,0,32
SKAN-111,2026-04-09 07:47:30,989.69,1.39,8.92,5.1,0,0,11.89,0,-12.8,0.0,0,32
SKAN-111,2026-04-09 07:47:34,989.69,4.23,46.25,6.26,0,0,11.89,0,-10.67,0.0,0,33
SKAN-111,2026-04-09 07:47:38,989.69,2.81,18.72,5.67,0,0,11.89,0,-10.67,0.0,0,33
SKAN-111,2026-04-09 07:47:42,989.69,6.97,40.8,5.73,0,0,11.89,0,-12.8,0.0,0,33
SKAN-111,2026-04-09 07:47:46,989.69,16.9,119.11,5.13,0,0,10.64,0,-10.67,0.0,0,33
SKAN-111,2026-04-09 07:47:50,989.69,28.87,144.93,5.16,0,0,10.01,0,-12.8,0.0,0,33
SKAN-111,2026-04-09 07:47:54,989.69,31.96,84.96,5.87,0,0,11.89,0,-10.67,0.0,0,33
SKAN-111,2026-04-09 07:47:58,989.69,31.96,0.0,5.84,0,0,11.89,0,-10.67,0.0,0,33
SKAN-111,2026-04-09 07:48:02,989.69,31.96,0.0,5.95,0,0,11.89,0,-10.67,0.0,0,33
SKAN-111,2026-04-09 07:48:06,989.69,31.96,0.0,5.87,0,0,11.89,0,-14.94,0.0,0,33
SKAN-111,2026-04-09 07:48:11,989.69,31.96,0.0,5.99,0,0,11.89,0,-10.67,0.0,0,33
SKAN-111,2026-04-09 07:48:15,989.69,31.96,0.0,5.87,0,0,11.89,0,-10.67,0.0,0,33
SKAN-111,2026-04-09 07:48:19,989.69,31.96,0.0,6.01,0,0,11.89,0,-10.67,0.0,0,33
SKAN-111,2026-04-09 07:48:23,989.69,30.99,10.83,6.04,0,0,11.89,0,-10.67,0.0,0,33
SKAN-111,2026-04-09 07:48:27,989.69,30.99,0.83,5.83,0,0,11.89,0,-10.67,0.0,0,33
SKAN-111,2026-04-09 07:48:31,989.69,30.99,0.0,5.64,0,0,11.89,0,-12.8,0.0,0,33
SKAN-111,2026-04-09 07:48:35,989.69,30.99,0.0,5.71,0,0,11.89,0,-10.67,0.0,0,33
SKAN-111,2026-04-09 07:48:39,989.69,30.99,0.0,5.63,0,0,11.89,0,-12.8,0.0,0,33
SKAN-111,2026-04-09 07:48:43,989.69,30.99,0.0,5.67,0,0,11.89,0,-10.67,0.0,0,33
SKAN-111,2026-04-09 07:48:48,989.69,30.99,0.0,5.63,0,0,11.89,0,-10.67,0.0,0,33
SKAN-111,2026-04-09 07:48:52,989.69,30.99,0.0,5.69,0,0,11.89,0,-12.8,0.0,0,33
SKAN-111,2026-04-09 07:48:56,989.69,30.99,0.0,5.84,0,0,11.89,0,-12.8,0.0,0,33
SKAN-111,2026-04-09 07:49:00,989.69,30.99,0.0,5.63,0,0,12.52,0,-10.67,0.0,0,33
SKAN-111,2026-04-09 07:49:04,989.69,30.99,0.0,5.92,0,0,11.89,0,-10.67,0.0,0,33
SKAN-111,2026-04-09 07:49:08,989.69,30.99,0.0,5.84,0,0,11.89,0,-12.8,0.0,0,33
SKAN-111,2026-04-09 07:49:12,989.69,30.99,0.0,5.56,0,0,11.89,0,-10.67,0.0,0,33
SKAN-111,2026-04-09 07:49:16,989.69,30.99,0.0,5.52,0,0,11.89,0,-8.54,0.0,0,33
SKAN-111,2026-04-09 07:49:20,989.69,30.99,0.0,5.7,0,0,11.89,0,-10.67,0.0,0,33
SKAN-111,2026-04-09 07:49:24,989.69,30.99,0.0,5.76,1969,0,11.89,0,-10.67,0.0,0,33
SKAN-111,2026-04-09 07:49:29,989.69,30.99,0.0,5.62,2587,0,11.89,0,-10.67,0.0,0,33
SKAN-111,2026-04-09 07:49:33,989.69,30.99,0.0,5.64,3050,0,11.89,0,-10.67,0.0,0,33
SKAN-111,2026-04-09 07:49:37,989.69,30.99,0.0,5.59,3287,0,11.89,0,-10.67,0.0,0,33
SKAN-111,2026-04-09 07:49:41,989.69,30.99,0.0,5.7,3287,0,11.89,0,-10.67,0.0,0,33
SKAN-111,2026-04-09 07:49:45,989.69,30.99,0.0,5.66,3287,0,11.89,0,-10.67,0.0,0,33
SKAN-111,2026-04-09 07:49:49,989.69,30.99,0.0,5.7,3287,0,12.52,0,-10.67,0.0,0,33
SKAN-111,2026-04-09 07:49:53,989.69,31.58,4.16,5.63,3287,0,11.89,0,-12.8,0.0,0,33
SKAN-111,2026-04-09 07:49:57,989.14,32.31,13.74,21.57,3287,0,11.89,0,-10.67,0.0,0,33
SKAN-111,2026-04-09 07:50:01,990.25,30.88,16.66,21.7,3287,0,11.89,0,-10.67,0.0,0,33
SKAN-111,2026-04-09 07:50:06,993.54,27.86,37.9,21.52,3287,0,11.89,0,-10.67,0.0,0,33
SKAN-111,2026-04-09 07:50:10,996.04,24.81,38.32,21.92,3287,0,11.89,0,-10.67,0.0,0,33
SKAN-111,2026-04-09 07:50:14,998.54,23.04,29.57,21.34,3287,0,12.52,0,-8.54,0.0,0,33
SKAN-111,2026-04-09 07:50:18,998.54,23.04,0.0,21.53,3287,0,11.89,0,-10.67,0.0,0,33
SKAN-111,2026-04-09 07:50:22,998.54,23.04,0.0,21.55,0,0,11.89,0,-10.67,0.0,0,33
SKAN-111,2026-04-09 07:50:26,998.54,23.04,0.0,21.32,0,0,11.89,0,-8.54,0.0,0,33
SKAN-111,2026-04-09 07:50:30,998.54,23.04,0.0,21.41,0,0,11.89,0,-8.54,0.0,0,33
SKAN-111,2026-04-09 07:50:34,998.54,23.04,0.0,21.25,0,0,11.89,0,-6.4,0.0,0,33
SKAN-111,2026-04-09 07:50:38,998.54,23.04,0.0,21.34,0,0,12.52,0,-8.54,0.0,0,33
SKAN-111,2026-04-09 07:50:43,998.54,23.04,0.0,21.36,0,0,11.89,0,-8.54,0.0,0,33
SKAN-111,2026-04-09 07:50:47,998.54,23.04,0.0,21.25,0,0,11.89,0,-6.4,0.0,0,33
SKAN-111,2026-04-09 07:50:51,998.54,23.04,0.0,21.46,0,0,11.89,0,-6.4,0.0,0,33
SKAN-111,2026-04-09 07:50:55,998.54,23.04,0.0,21.41,0,0,11.89,0,-8.54,0.0,0,33
SKAN-111,2026-04-09 07:50:59,998.54,23.04,0.0,21.45,0,0,11.89,0,-8.54,0.0,0,33
SKAN-111,2026-04-09 07:51:03,1000.1,21.2,16.66,21.81,0,0,11.89,0,-8.54,0.0,0,33
SKAN-111,2026-04-09 07:51:07,1002.57,18.22,37.9,21.77,0,0,11.89,0,-6.4,0.0,0,33
SKAN-111,2026-04-09 07:51:11,1005.8,15.33,37.9,21.7,0,0,11.89,0,-6.4,0.0,0,33
SKAN-111,2026-04-09 07:51:15,1009.02,12.35,37.48,21.81,0,0,11.89,0,-6.4,0.0,0,33
SKAN-111,2026-04-09 07:51:19,1010.1,11.48,19.99,21.74,0,0,11.58,0,-6.4,0.0,0,33
SKAN-111,2026-04-09 07:51:24,1010.1,11.48,0.0,21.74,0,0,12.2,0,-6.4,0.0,0,33
SKAN-111,2026-04-09 07:51:28,1010.1,11.48,0.0,21.67,0,0,12.2,0,-4.27,0.0,0,33
SKAN-111,2026-04-09 07:51:32,1010.1,11.48,0.0,21.76,0,0,12.2,0,-6.4,0.0,0,33
SKAN-111,2026-04-09 07:51:36,1010.1,11.48,0.0,21.7,0,0,12.2,0,-6.4,0.0,0,33
SKAN-111,2026-04-09 07:51:40,1010.1,11.48,0.0,21.73,0,0,12.2,0,-4.27,0.0,0,33
SKAN-111,2026-04-09 07:51:44,1010.1,11.48,0.0,21.7,0,0,12.2,0,-8.54,0.0,0,33
SKAN-111,2026-04-09 07:51:48,1010.1,11.48,0.0,21.8,0,0,12.2,0,-8.54,0.0,0,33
SKAN-111,2026-04-09 07:51:52,1010.1,11.48,0.0,21.77,0,0,12.2,0,-6.4,0.0,0,33
SKAN-111,2026-04-09 07:51:56,1010.1,11.48,0.0,21.78,0,0,12.2,0,-6.4,0.0,0,33
SKAN-111,2026-04-09 07:52:01,1011.42,9.43,18.32,22.03,0,0,12.2,0,-6.4,0.0,0,33
SKAN-111,2026-04-09 07:52:05,1014.4,6.8,34.15,22.08,0,0,12.2,0,-8.54,0.0,0,33
SKAN-111,2026-04-09 07:52:09,1017.42,4.1,34.57,21.95,0,0,12.2,0,-6.4,0.0,0,33
SKAN-111,2026-04-09 07:52:13,1019.45,1.64,31.07,22.1,0,0,12.2,0,-6.4,0.0,0,33
SKAN-111,2026-04-09 07:52:17,1020.42,1.16,13.96,21.92,0,0,12.2,0,-6.4,0.0,0,33
SKAN-111,2026-04-09 07:52:21,1020.42,1.16,0.0,21.95,0,0,12.2,0,-6.4,0.0,0,33
SKAN-111,2026-04-09 07:52:25,1020.42,1.16,0.0,21.94,0,0,12.2,0,-6.4,0.0,0,33
SKAN-111,2026-04-09 07:52:29,1020.94,0.35,9.69,5.85,0,0,12.2,0,-8.54,0.0,0,33
SKAN-111,2026-04-09 07:52:33,1020.94,0.51,0.78,4.56,0,0,12.2,0,-8.54,0.0,0,33
SKAN-111,2026-04-09 07:52:37,1020.94,2.84,18.22,6.04,0,0,12.2,0,-8.54,0.0,0,34
SKAN-111,2026-04-09 07:52:42,1020.94,3.84,25.2,5.8,0,0,12.2,0,-6.4,0.0,0,34
SKAN-111,2026-04-09 07:52:46,1020.94,3.65,1.16,6.41,0,0,12.2,0,-6.4,0.0,0,34
SKAN-111,2026-04-09 07:52:50,1020.94,2.68,13.18,5.95,0,0,12.2,0,-6.4,0.0,0,34
SKAN-111,2026-04-09 07:52:54,1020.94,4.92,22.36,5.34,0,0,12.2,0,-6.4,0.0,0,34
SKAN-111,2026-04-09 07:52:58,1020.94,13.29,99.95,4.82,0,0,12.2,0,-8.54,0.0,0,34
SKAN-111,2026-04-09 07:53:02,1020.94,24.77,141.18,5.78,0,0,9.39,0,-6.4,0.0,0,34
SKAN-111,2026-04-09 07:53:06,1020.94,32.27,123.28,5.78,0,0,12.52,0,-4.27,0.0,0,34
SKAN-111,2026-04-09 07:53:10,1020.94,31.65,13.33,5.76,0,0,11.89,0,-6.4,0.0,0,34
SKAN-111,2026-04-09 07:53:14,1020.94,31.65,0.0,6.06,0,0,12.52,0,-4.27,0.0,0,34
SKAN-111,2026-04-09 07:53:18,1020.94,31.65,0.0,5.88,0,0,12.52,0,-6.4,0.0,0,34
SKAN-111,2026-04-09 07:53:23,1020.94,31.65,0.0,6.18,0,0,12.52,0,-8.54,0.0,0,34
SKAN-111,2026-04-09 07:53:27,1020.94,31.65,0.0,5.85,0,0,12.52,0,-6.4,0.0,0,34
SKAN-111,2026-04-09 07:53:31,1020.94,31.65,0.0,6.08,0,0,12.52,0,-8.54,0.0,0,34
SKAN-111,2026-04-09 07:53:35,1020.94,30.47,13.33,5.16,0,0,12.52,0,-8.54,0.0,0,34
SKAN-111,2026-04-09 07:53:39,1020.94,30.47,1.25,5.87,0,0,12.52,0,-8.54,0.0,0,34
SKAN-111,2026-04-09 07:53:43,1020.94,30.47,0.0,5.6,0,0,11.89,0,-8.54,0.0,0,34
SKAN-111,2026-04-09 07:53:47,1020.94,30.47,0.0,5.83,0,0,11.89,0,-10.67,0.0,0,34
SKAN-111,2026-04-09 07:53:51,1020.94,30.47,0.0,5.66,0,0,12.52,0,-6.4,0.0,0,34
SKAN-111,2026-04-09 07:53:55,1020.94,30.47,0.0,5.78,0,0,11.89,0,-6.4,0.0,0,34
SKAN-111,2026-04-09 07:54:00,1020.94,30.47,0.0,5.66,0,0,11.89,0,-6.4,0.0,0,34
SKAN-111,2026-04-09 07:54:04,1020.94,30.47,0.0,5.88,0,0,12.52,0,-6.4,0.0,0,34
SKAN-111,2026-04-09 07:54:08,1020.94,30.47,0.0,5.7,0,0,11.89,0,-6.4,0.0,0,34
SKAN-111,2026-04-09 07:54:12,1020.94,30.47,0.0,5.8,0,0,11.89,0,-6.4,0.0,0,34
SKAN-111,2026-04-09 07:54:16,1020.94,30.47,0.0,5.71,0,0,11.89,0,-8.54,0.0,0,34
SKAN-111,2026-04-09 07:54:20,1020.94,30.47,0.0,5.76,0,0,11.89,0,-8.54,0.0,0,34
SKAN-111,2026-04-09 07:54:24,1020.94,30.47,0.0,5.84,0,0,11.89,0,-6.4,0.0,0,34
SKAN-111,2026-04-09 07:54:28,1020.94,30.47,0.0,5.66,0,0,11.89,0,-8.54,0.0,0,34
SKAN-111,2026-04-09 07:54:32,1020.94,30.47,0.0,5.92,0,0,11.89,0,-8.54,0.0,0,34
SKAN-111,2026-04-09 07:54:36,1020.94,30.47,0.0,5.69,0,0,11.89,0,-6.4,0.0,0,34
SKAN-111,2026-04-09 07:54:41,1020.94,30.47,0.0,5.77,0,0,11.89,0,-8.54,0.0,0,34
SKAN-111,2026-04-09 07:54:45,1020.94,30.47,0.0,5.66,2065,0,11.89,0,-4.27,0.0,0,34
SKAN-111,2026-04-09 07:54:49,1020.94,30.47,0.0,5.76,2981,0,11.89,0,-6.4,0.0,0,34
SKAN-111,2026-04-09 07:54:53,1020.94,30.47,0.0,5.76,3314,0,11.89,0,-8.54,0.0,0,34
SKAN-111,2026-04-09 07:54:57,1020.94,30.47,0.0,5.66,3314,0,11.89,0,-6.4,0.0,0,34
SKAN-111,2026-04-09 07:55:01,1020.94,30.47,0.0,5.76,3314,0,11.89,0,-6.4,0.0,0,34
SKAN-111,2026-04-09 07:55:05,1020.94,30.47,0.0,5.7,3314,0,11.89,0,-6.4,0.0,0,34
SKAN-111,2026-04-09 07:55:09,1020.94,31.09,2.5,5.02,3314,0,11.89,0,-6.4,0.0,0,34
SKAN-111,2026-04-09 07:55:13,1020.73,31.75,13.74,22.24,3314,0,11.89,0,-6.4,0.0,0,34
SKAN-111,2026-04-09 07:55:17,1020.77,31.65,0.42,21.82,3314,0,11.89,0,-4.27,0.0,0,34
SKAN-111,2026-04-09 07:55:22,1022.85,28.84,29.57,22.19,3314,0,11.89,0,-6.4,0.0,0,34
SKAN-111,2026-04-09 07:55:26,1026.11,25.95,37.9,21.99,3314,0,11.89,0,-6.4,0.0,0,34
SKAN-111,2026-04-09 07:55:30,1028.61,23.87,28.32,21.74,3314,0,11.89,0,-8.54,0.0,0,34
SKAN-111,2026-04-09 07:55:34,1028.61,23.87,0.42,22.09,3314,0,12.52,0,-6.4,0.0,0,34
SKAN-111,2026-04-09 07:55:38,1028.61,23.87,0.0,21.71,0,0,11.89,0,-6.4,0.0,0,34
SKAN-111,2026-04-09 07:55:42,1028.61,23.87,0.0,21.62,0,0,12.52,0,-4.27,0.0,0,34
SKAN-111,2026-04-09 07:55:46,1028.61,23.87,0.0,21.74,0,0,12.52,0,-6.4,0.0,0,34
SKAN-111,2026-04-09 07:55:50,1028.61,23.87,0.0,21.6,0,0,12.52,0,-6.4,0.0,0,34
SKAN-111,2026-04-09 07:55:54,1028.61,23.87,0.0,21.88,0,0,12.52,0,-4.27,0.0,0,34
SKAN-111,2026-04-09 07:55:58,1028.61,23.87,0.0,21.81,0,0,12.52,0,-6.4,0.0,0,34
SKAN-111,2026-04-09 07:56:03,1028.61,23.87,0.0,21.6,0,0,12.52,0,-6.4,0.0,0,34
SKAN-111,2026-04-09 07:56:07,1028.61,23.87,0.0,21.74,0,0,12.52,0,-6.4,0.0,0,34
SKAN-111,2026-04-09 07:56:11,1028.61,23.87,0.0,21.64,0,0,11.89,0,-6.4,0.0,0,34
SKAN-111,2026-04-09 07:56:15,1028.61,23.87,0.0,21.66,0,0,11.89,0,-6.4,0.0,0,34
SKAN-111,2026-04-09 07:56:19,1028.61,23.87,0.0,21.67,0,0,12.52,0,-6.4,0.0,0,34
SKAN-111,2026-04-09 07:56:23,1030.31,21.93,18.32,22.03,0,0,12.52,0,-6.4,0.0,0,34
SKAN-111,2026-04-09 07:56:27,1032.7,19.12,36.65,22.13,0,0,12.52,0,-6.4,0.0,0,34
SKAN-111,2026-04-09 07:56:31,1035.9,16.1,36.65,22.15,0,0,12.52,0,-4.27,0.0,0,34
SKAN-111,2026-04-09 07:56:35,1039.02,13.32,36.65,22.05,0,0,12.52,0,-4.27,0.0,0,34
SKAN-111,2026-04-09 07:56:39,1040.83,11.66,29.15,22.19,0,0,12.52,0,-4.27,0.0,0,34
SKAN-111,2026-04-09 07:56:44,1040.83,11.66,0.0,22.2,0,0,12.52,0,-6.4,0.0,0,34
SKAN-111,2026-04-09 07:56:48,1040.83,11.66,0.0,22.2,0,0,12.52,0,-4.27,0.0,0,34
SKAN-111,2026-04-09 07:56:52,1040.83,11.66,0.0,22.2,0,0,12.52,0,-4.27,0.0,0,34
SKAN-111,2026-04-09 07:56:56,1040.83,11.66,0.0,22.19,0,0,12.52,0,-2.13,0.0,0,34
SKAN-111,2026-04-09 07:57:00,1040.83,11.66,0.0,22.22,0,0,12.52,0,-6.4,0.0,0,34
SKAN-111,2026-04-09 07:57:04,1040.83,11.66,0.0,22.17,0,0,12.52,0,-4.27,0.0,0,34
SKAN-111,2026-04-09 07:57:08,1040.83,11.66,0.0,22.27,0,0,12.52,0,-2.13,0.0,0,34
SKAN-111,2026-04-09 07:57:12,1040.83,11.66,0.0,22.2,0,0,12.52,0,-2.13,0.0,0,34
SKAN-111,2026-04-09 07:57:16,1040.83,11.66,0.0,22.24,0,0,12.52,0,-2.13,0.0,0,34
SKAN-111,2026-04-09 07:57:21,1040.83,11.66,0.0,22.13,0,0,12.52,0,-4.27,0.0,0,34
SKAN-111,2026-04-09 07:57:25,1040.83,11.66,0.0,22.16,0,0,12.52,0,-4.27,0.0,0,34
SKAN-111,2026-04-09 07:57:29,1040.83,11.66,0.0,22.03,0,0,12.52,0,-4.27,0.0,0,34
SKAN-111,2026-04-09 07:57:33,1042.94,9.4,21.66,22.41,0,0,12.52,0,-4.27,0.0,0,34
SKAN-111,2026-04-09 07:57:37,1045.34,6.55,37.48,22.13,0,0,12.52,0,-4.27,0.0,0,34
SKAN-111,2026-04-09 07:57:41,1048.54,3.65,37.05,22.24,0,0,12.52,0,-4.27,0.0,0,34
SKAN-111,2026-04-09 07:57:45,1050.61,1.35,32.41,22.52,0,0,12.52,0,-4.27,0.0,0,34
SKAN-111,2026-04-09 07:57:49,1051.39,1.09,8.53,22.2,0,0,12.52,0,-6.4,0.0,0,34
SKAN-111,2026-04-09 07:57:53,1051.39,1.09,0.0,22.24,0,0,12.52,0,-2.13,0.0,0,34
SKAN-111,2026-04-09 07:57:57,1051.61,0.55,5.43,8.38,0,0,12.52,0,-4.27,0.0,0,34
SKAN-111,2026-04-09 07:58:02,1051.61,0.38,3.1,6.26,0,0,12.52,0,0.0,0.0,0,34
SKAN-111,2026-04-09 07:58:06,1051.61,1.35,2.33,5.1,0,0,12.52,0,-2.13,0.0,0,35
SKAN-111,2026-04-09 07:58:10,1051.61,4.37,46.28,6.46,0,0,12.52,0,-2.13,0.0,0,35
